,id,goal,sol1,sol2,label,slot_question,slot_answer,pred_answer
107,1d117fee-3534-4dee-8b1b-3412ee1d6590,To turn heavy cream into whipping cream without equipment.,put the cream inside a cup and then add hot water to it.,put the whipping cream inside of a jar and then shake it.,1,"To turn heavy cream into whipping cream without equipment.
sol1:
sol2:put the whipping cream inside of a jar and then shake it.",put the cream inside a cup and then add hot water to it.,Whisk the heavy cream vigorously by hand until it thickens and reaches the desired consistency.
108,706abb68-b221-4049-8d8e-ff5c3d84e2a0,How do you organize dirty clothes?,Keep them in a pile in the corner of your room so you always have access to them.,"Keep them in hampers, split if certain colors are washed separately.",1,"How do you organize dirty clothes?
sol1:
sol2:Keep them in hampers, split if certain colors are washed separately.",Keep them in a pile in the corner of your room so you always have access to them.,Sort them into different hampers based on color or type of clothing
109,0cdae97c-f349-43e7-8992-568b1e44e1e9,Removing small scratches in the finish of wooden furniture.,Use a fine brush to apply shoe dye into the scratch.,"Mix equal parts lemon juice and olive oil and  using a clean lint cloth, apply and rub in the direction of scratch until it not visible anymore.",0,"Removing small scratches in the finish of wooden furniture.
sol1:Use a fine brush to apply shoe dye into the scratch.
sol2:","Mix equal parts lemon juice and olive oil and  using a clean lint cloth, apply and rub in the direction of scratch until it not visible anymore.",Use a wood filler putty to fill in the scratch.
110,5c4356d3-ba89-435b-bdf8-02d145c3ce18,how to bulk up thin soup?,add a cup of cooked rice.,add dry beans that have been ground with beet juice.,0,"how to bulk up thin soup?
sol1:add a cup of cooked rice.
sol2:",add dry beans that have been ground with beet juice.,Add a can of beans.
111,3f630c27-f2f2-4d57-9846-ff061d3329dc,how do you blame someone?,say they did it.,say you did it for them.,0,"how do you blame someone?
sol1:say they did it.
sol2:",say you did it for them.,Confront them directly and express your dissatisfaction or disappointment with their actions.
112,56d403e4-e3fd-4571-ac35-793adeca8ddd,The best nail to use at every crossing of a roofing job,The use of a 160 mil nail at every crossing is the best.,The use of any nail available to make the roofing job is advised.,0,"The best nail to use at every crossing of a roofing job
sol1:The use of a 160 mil nail at every crossing is the best.
sol2:",The use of any nail available to make the roofing job is advised.,The use of a 240 mil nail at every crossing is the best.
113,7bb0564e-7be4-49bd-a127-9aca910332d1,"To clean an engagement ring,",scrub it over the sink with a sponge.,let it soak in soapy water.,1,"To clean an engagement ring,
sol1:
sol2:let it soak in soapy water.",scrub it over the sink with a sponge.,Use a toothbrush and gentle soap to scrub the ring.
114,304a2bb1-82f7-4368-9b47-510abfa51a4d,"To keep your entertainment center safe from children,",arrange a simple pet cage around it.,drape a blanket over the devices to hide them.,0,"To keep your entertainment center safe from children,
sol1:arrange a simple pet cage around it.
sol2:",drape a blanket over the devices to hide them.,Install childproof locks on cabinet doors
115,857de274-3103-48af-9db0-d86ac3485014,soap,can clean mold ,can clean a car ,1,"soap
sol1:
sol2:can clean a car ",can clean mold ,can be used for washing hands
116,dc08811d-cd87-4e28-b23d-b21a2dcb0624,cotton ball,can clean penny with peroxide,can form penny easily,0,"cotton ball
sol1:can clean penny with peroxide
sol2:",can form penny easily,can be used as a fire starter
117,7a8426d2-bcea-433b-beef-4b13e31fad5b,"To make seat belt metal cool on a hot day,",spray the metal with a water mist.,coat the metal in an oil to protect it.,0,"To make seat belt metal cool on a hot day,
sol1:spray the metal with a water mist.
sol2:",coat the metal in an oil to protect it.,Place a damp cloth over the metal
118,c70a5a98-1583-473e-844f-15b87a1bd7b5,"my eggs are almost expired, do I have to toss them?","crack, and freeze in plastic bags.","bake the eggs whole in their shells for six hours, and freeze.",0,"my eggs are almost expired, do I have to toss them?
sol1:crack, and freeze in plastic bags.
sol2:","bake the eggs whole in their shells for six hours, and freeze.",Make a batch of hard-boiled eggs for immediate consumption
119,88b41728-9d68-461e-8902-66fa73540307,"To mark lines in a piece of dough, you can",Use the blunt side of a knife,Use the handle of a hammer,0,"To mark lines in a piece of dough, you can
sol1:Use the blunt side of a knife
sol2:",Use the handle of a hammer,Use a ruler or a straight edge
120,55e1360a-c4c3-4d80-b352-1f61788f7d07,How to stop a pie crust from burning while it bakes.,"To stop a pie crust from burning add a foil protector at the beginning of baking when the pie is not too hot to easily fold over the edge, and remove it for the final 20 minutes of baking time.","To stop a pie crust from burning, cut the baking temperature in half and double the baking time.",0,"How to stop a pie crust from burning while it bakes.
sol1:To stop a pie crust from burning add a foil protector at the beginning of baking when the pie is not too hot to easily fold over the edge, and remove it for the final 20 minutes of baking time.
sol2:","To stop a pie crust from burning, cut the baking temperature in half and double the baking time.",Lower the oven temperature and bake the pie for a longer period of time.
121,a8ecd914-2ccb-4a35-92a0-7a0e8250bdb0,To drive in a screw at an angle.,Drill the screw in at an angle. Drill a guide hole using a bit smaller than the screw at the same angle.,Drill a guide hole using a bit smaller than the screw at an angle. Drill the screw in into the guide hole.,1,"To drive in a screw at an angle.
sol1:
sol2:Drill a guide hole using a bit smaller than the screw at an angle. Drill the screw in into the guide hole.",Drill the screw in at an angle. Drill a guide hole using a bit smaller than the screw at the same angle.,Tilt the drill at the desired angle and drill a pilot hole before inserting the screw at the same angle.
122,6ded0ac6-e8a5-49e0-abda-7a508e6764ae,how do you fry a corn tortilla?,place it in the microwave for one minute.,place it in a hot frying pan on top of oil.,1,"how do you fry a corn tortilla?
sol1:
sol2:place it in a hot frying pan on top of oil.",place it in the microwave for one minute.,"Flip it over once it becomes golden brown.
sol1:"
123,793ddf34-6219-4b81-9843-4cdbd58e5e4d,To make caramel popcorn.,"Put caramel on popcorn kernels then cook them on the stove top until they pop, once they are all popped you are ready to eat.",Pop microwave popcorn and then melt some caramel on the stove. Pour the caramel on the cooled popcorn.,1,"To make caramel popcorn.
sol1:
sol2:Pop microwave popcorn and then melt some caramel on the stove. Pour the caramel on the cooled popcorn.","Put caramel on popcorn kernels then cook them on the stove top until they pop, once they are all popped you are ready to eat.",Heat sugar and butter in a saucepan until it melts and turns into caramel. Pour the caramel over plain popcorn and mix it well.
124,4f269d0c-380e-4fd3-a04b-4c5e08402afe,"To reduce the volume of the sounds that can be heard through a wall,",turn on loud devices outside the room to muffle the volume from the room.,place egg cartons on the wall to muffle the sounds in the room.,1,"To reduce the volume of the sounds that can be heard through a wall,
sol1:
sol2:place egg cartons on the wall to muffle the sounds in the room.",turn on loud devices outside the room to muffle the volume from the room.,Install soundproof panels on the wall
125,4a1dbf47-a92d-478e-95d8-872f3f768974,To create the perfect white russian.,Put a white russian mix and ice in a blender and blend on high for 3 minutes until smooth.,Put white russian ingredients together in a shaker and shake it up and pour over ice.,1,"To create the perfect white russian.
sol1:
sol2:Put white russian ingredients together in a shaker and shake it up and pour over ice.",Put a white russian mix and ice in a blender and blend on high for 3 minutes until smooth.,"Blend vodka, coffee liqueur, and cream over ice in a glass."
126,e62f6dd1-e5e5-4aee-add4-13acddc2a89b,how do you calm down anxiety?,drink alot of caffeine.,breathe in and out slowly.,1,"how do you calm down anxiety?
sol1:
sol2:breathe in and out slowly.",drink alot of caffeine.,Practice mindfulness meditation
127,f14ecbd2-0818-4838-8ff9-54d98c2db47c,"To make a simple chili recipe, a cook would need to have,","beef, beans, tomatoes, peppers, dried chilies, onions, garlic, broth and water.","beef, milk, cheese, bell pepper, curry powder and yellow mustard for seasoning.",0,"To make a simple chili recipe, a cook would need to have,
sol1:beef, beans, tomatoes, peppers, dried chilies, onions, garlic, broth and water.
sol2:","beef, milk, cheese, bell pepper, curry powder and yellow mustard for seasoning.",Spices such as cumin and chili powder
128,d79ba814-c5de-4fa0-a3f3-7a78ffa7a7ad,"To make your way to the front of a concert audience,",push and shove as firmly as you can through the crowd.,say excuse me and gently make your way through.,1,"To make your way to the front of a concert audience,
sol1:
sol2:say excuse me and gently make your way through.",push and shove as firmly as you can through the crowd.,Gently squeeze through the crowd and make your way to the front.
129,733b3aec-6d2d-4696-9a8d-3dcf44286318,"To measure oats into a measuring cup without making a mess,","using your measuring cup in your hand, open the lid of the oats and dunk it into the oats, leveling the cup with your finger after you've scooped it back up over the top of the oats.","using your measuring cup on the countertop, open the lid of the oats and dump the container upside down over the oats, leveling the cup with your finger after you've poured the desired amount of oats into the cup.",0,"To measure oats into a measuring cup without making a mess,
sol1:using your measuring cup in your hand, open the lid of the oats and dunk it into the oats, leveling the cup with your finger after you've scooped it back up over the top of the oats.
sol2:","using your measuring cup on the countertop, open the lid of the oats and dump the container upside down over the oats, leveling the cup with your finger after you've poured the desired amount of oats into the cup.","Using a spoon, scoop the oats into the measuring cup, ensuring that it is levelled off with the back of a knife for accurate measurement."
130,87342077-a975-411b-bc1b-57d5081fdddf,How to cut wood on a band saw.,Get the piece of wood you want to cut and put on your safety equipment. Start the saw and cut.,Start the band saw and put your wood on the top. Push it through the blade and let it drop to the floor.,0,"How to cut wood on a band saw.
sol1:Get the piece of wood you want to cut and put on your safety equipment. Start the saw and cut.
sol2:",Start the band saw and put your wood on the top. Push it through the blade and let it drop to the floor.,"Adjust the blade height and tension, position the wood securely on the saw table, and guide it through the blade with steady control."
131,d86c11dc-5328-4cb8-9443-d1fa417f12eb,how do you carve a pumpkin?,throw it and crack it until the pumpkin seeds come out.,cut into it and take the pumpkin seeds out.,1,"how do you carve a pumpkin?
sol1:
sol2:cut into it and take the pumpkin seeds out.",throw it and crack it until the pumpkin seeds come out.,Use a sharp knife to cut off the top of the pumpkin and scoop out the seeds and pulp with a spoon.
132,d803721d-672c-4d23-a0bf-16e049629181,open jar,make sure you hear the click,tap bottom and twist,1,"open jar
sol1:
sol2:tap bottom and twist",make sure you hear the click,Twist the lid off
133,ed82d557-bb0b-4a2f-854b-0a3abba1a8f3,make a back of earring,take a small piece,use a pencil eraser,1,"make a back of earring
sol1:
sol2:use a pencil eraser",take a small piece,Use a safety pin and an earring hook
134,51138d03-925e-4c77-8ef1-11b908ffce66,"To make use out of coffee grounds,",mix them with coconut oil and sea salt to make a body scrub.,mix them into your casseroles for extra flavoring in meals.,0,"To make use out of coffee grounds,
sol1:mix them with coconut oil and sea salt to make a body scrub.
sol2:",mix them into your casseroles for extra flavoring in meals.,Use them as compost in your garden.
135,ae49e4b6-a0fe-437d-8b78-2edc1ad2ad37,fried pickles,pat dry before frying,roll in flour and dep fry,1,"fried pickles
sol1:
sol2:roll in flour and dep fry",pat dry before frying,"Dip pickle slices into batter, then deep fry until golden brown"
136,8125b066-2b41-4d3f-b27b-ca90c4cfb792,Prevent cold sore from spreading.,Replace toothbrush.,Replace bathroom sink.,0,"Prevent cold sore from spreading.
sol1:Replace toothbrush.
sol2:",Replace bathroom sink.,Apply a cold sore cream or ointment.
137,7ccd6934-4b16-4fd8-b7a7-edc70ffa567f,how to open a lock illegally?,breask the lock,use a key to open,0,"how to open a lock illegally?
sol1:breask the lock
sol2:",use a key to open,Pick the lock
138,6901ea55-0364-4f5e-957c-b34bbdaa61c3,Treat muscle cramp.,Drink pickle juice.,Drink green olive juice.,0,"Treat muscle cramp.
sol1:Drink pickle juice.
sol2:",Drink green olive juice.,Take a warm bath with Epsom salt
139,3ee79218-3161-40f7-ab52-e4d870a21970,how do you stand a bike up by itself?,stand it up and then lean it against something.,stand it up and push the stand down then lean the bike on it.,1,"how do you stand a bike up by itself?
sol1:
sol2:stand it up and push the stand down then lean the bike on it.",stand it up and then lean it against something.,Lean it against a wall or tree.
140,0d272a01-ec4e-46bb-b59e-8d63e2cc876b,"To cook down chopped apples mixture,","put in a pot on the stove, turn the stove onto high heat, and keep the apple mixture there, bubbling, without stirring at all until there is less volume.","put in pot on the stove, turn the stove onto high heat, then medium-low heat when it starts to boil, while stirring, until there is less volume.",1,"To cook down chopped apples mixture,
sol1:
sol2:put in pot on the stove, turn the stove onto high heat, then medium-low heat when it starts to boil, while stirring, until there is less volume.","put in a pot on the stove, turn the stove onto high heat, and keep the apple mixture there, bubbling, without stirring at all until there is less volume.",Continue cooking until the apples are soft and the mixture has thickened.
141,bb268e6d-cff4-4a47-89f4-2c1d4cf168f6,how do you chew your food?,chomp it up with your teeth until you can swallow it.,mash it up before placing it in your mouth to swallow.,0,"how do you chew your food?
sol1:chomp it up with your teeth until you can swallow it.
sol2:",mash it up before placing it in your mouth to swallow.,Break it down into smaller pieces with your teeth.
142,e8d036fe-0c70-4b17-a3c8-eae96485037f,Make homemade pasta from dough,Roll out the dough so that is thin and put the dough in to a pot to boil. Add salt and oil to the water and stir until the pasta is done.,Roll out the dough so that is thin and take a knife and cut slices from the dough to make individual pieces and put it in a pot to boil.,1,"Make homemade pasta from dough
sol1:
sol2:Roll out the dough so that is thin and take a knife and cut slices from the dough to make individual pieces and put it in a pot to boil.",Roll out the dough so that is thin and put the dough in to a pot to boil. Add salt and oil to the water and stir until the pasta is done.,Mix the dough ingredients until well combined and form it into a ball. Let the dough rest for about 30 minutes. Roll out the dough using a rolling pin until it is thin and smooth. Use a pasta cutter or knife to cut the dough into desired shapes. Boil the pasta in a pot of salted water until al dente.
143,6d06c84c-e21c-4d46-8cf0-f477e2a8f878,microscope,Can be made from drawer alone,can enlarge drawer when lit,1,"microscope
sol1:
sol2:can enlarge drawer when lit",Can be made from drawer alone,Magnify small objects for examination.
144,a3fcf7b4-e415-449a-bc5f-33af555ee8cb,how do you mark something?,make it the same.,make it different.,1,"how do you mark something?
sol1:
sol2:make it different.",make it the same.,Put a label on it
145,f0e53286-8351-4c68-882d-3f298db7328e,how do you use ketchup out of a ketchup bottle?,squeeze the bottle until ketchup comes out.,take off the bottle top and pour ketchup out.,0,"how do you use ketchup out of a ketchup bottle?
sol1:squeeze the bottle until ketchup comes out.
sol2:",take off the bottle top and pour ketchup out.,Tap the bottom of the bottle to encourage the flow of ketchup.
146,888cceca-6e08-4bef-ae1f-7ab64f84145b,"To increase the heat in a recipe using jalapenos, you can",Remove the seeds,Leave the seeds in,1,"To increase the heat in a recipe using jalapenos, you can
sol1:
sol2:Leave the seeds in",Remove the seeds,Add more jalapenos
147,c097195d-ae64-497c-aa5a-fc389e608dd8,How do I know if a bell pepper is full of seeds?,"flip it over and look at the bumps, the ones with four are female, and have more seeds.","Ask a worker at the grocery store if they can do a price check, if the barcode scans twice, its seedy.",0,"How do I know if a bell pepper is full of seeds?
sol1:flip it over and look at the bumps, the ones with four are female, and have more seeds.
sol2:","Ask a worker at the grocery store if they can do a price check, if the barcode scans twice, its seedy.","Cut it open and inspect the inside, the ones with a lot of seeds are full of seeds."
148,82a65aef-89b3-45d7-80e7-6123f35ea4aa,"To brighten the flavor of a fish taco,",add extra gravy and bread crumbs to the fried fish.,use lime and vegetables and cheese as topping.,1,"To brighten the flavor of a fish taco,
sol1:
sol2:use lime and vegetables and cheese as topping.",add extra gravy and bread crumbs to the fried fish.,Squeeze some lime juice on top
149,88efd7c3-4cb0-4406-8557-8bfa1a07d24f,Paint your nails with polish.,Wash your hands and make sure your nails are clean. Pat dry. Get a file and clean up the edges. Wipe with towel and polish carefully.,"Wash your hands and make sure your nails are clean. Pat dry. Decide what color you would like them and start painting. Don't worry about getting color on the edges, Let dry.",0,"Paint your nails with polish.
sol1:Wash your hands and make sure your nails are clean. Pat dry. Get a file and clean up the edges. Wipe with towel and polish carefully.
sol2:","Wash your hands and make sure your nails are clean. Pat dry. Decide what color you would like them and start painting. Don't worry about getting color on the edges, Let dry.","Apply a base coat to protect your nails. Apply a thin layer of polish, starting from the base of the nail and moving towards the tip. Allow it to dry completely before applying a second coat if desired. Finish with a top coat for added shine and protection."
150,faf33a79-9e1e-44f2-b5d7-24b417f0b31f,how do you check your credit score?,call a credit card company.,go to credit karma.com. type in all your information and create an account. then you can check your score whenever you want.,1,"how do you check your credit score?
sol1:
sol2:go to credit karma.com. type in all your information and create an account. then you can check your score whenever you want.",call a credit card company.,"Go to a credit reporting agency's website, such as Experian or TransUnion, and sign up for an account to check your credit score."
151,b228c908-e68f-4e4c-9f7c-2bf4d95aa893,How can I soak up spills on concrete?,Use gravel kitty litter on spills.,Use dry cat food on spills.,0,"How can I soak up spills on concrete?
sol1:Use gravel kitty litter on spills.
sol2:",Use dry cat food on spills.,Use an absorbent material like sawdust or sand on spills.
152,cd30b5ed-6347-44ee-8ddd-8567a97644f0,"To see what a baby looks like before it is born,",take the pregnant woman to a doctor with an ultrasound to see how the baby looks.,make a small incision on the pregnant woman and then pull the baby out before putting it back.,0,"To see what a baby looks like before it is born,
sol1:take the pregnant woman to a doctor with an ultrasound to see how the baby looks.
sol2:",make a small incision on the pregnant woman and then pull the baby out before putting it back.,Take the pregnant woman to undergo a 3D/4D ultrasound scan to see a more detailed and realistic image of the baby before birth.
153,a46f161a-b5c4-439c-86ef-78236380d483,Hardened ceilings,can keep out swift and quick aerial drones from distant lands,can keep out rushing water from distant lands,0,"Hardened ceilings
sol1:can keep out swift and quick aerial drones from distant lands
sol2:",can keep out rushing water from distant lands,Prevent leaks and water damage from above
154,68367782-5279-473b-b9e4-9c55e38a09d0,Butcher Shop,will decimate fish from the ocean into digestible pieces,will decimate a full cow into digestible pieces,1,"Butcher Shop
sol1:
sol2:will decimate a full cow into digestible pieces",will decimate fish from the ocean into digestible pieces,Sell various cuts of meat
155,4dde121c-527a-47c8-867c-727a48696582,machete,can lay on the tablecloth ,can fold a tablecloth ,0,"machete
sol1:can lay on the tablecloth 
sol2:",can fold a tablecloth ,Can be used for cutting dense vegetation or chopping wood.
156,68e44e8d-4510-44d8-b980-fec9e21bac71,Is there a product that helps keep dirt and grime from sticking to my car?,"Yes, you can try Water Armour. It helps with tar and grime and makes cleaning easier.","Yes, you can try putting baby oil on your car and it will repel things from sticking to your car.",0,"Is there a product that helps keep dirt and grime from sticking to my car?
sol1:Yes, you can try Water Armour. It helps with tar and grime and makes cleaning easier.
sol2:","Yes, you can try putting baby oil on your car and it will repel things from sticking to your car.","Yes, you can try applying a ceramic coating to your car. It creates a protective layer that helps repel dirt and grime."
157,21dc3c50-2ada-4834-bbbd-6f2b3f9049de,What can you use to sound dampen your room?,You can use foam panels and securely hang them on your wall.,You can use a foam mattress and rip it apart and glue it to your wall.,0,"What can you use to sound dampen your room?
sol1:You can use foam panels and securely hang them on your wall.
sol2:",You can use a foam mattress and rip it apart and glue it to your wall.,You can use acoustic panels or curtains to sound dampen your room.
158,4193d960-f9a4-48a5-9976-0577918eb68e,To shape the Popsicle sticks into a sunflower shape.,Glue the Popsicle sticks to an embroidery ring.,Tie the Popsicle sticks together using string.,0,"To shape the Popsicle sticks into a sunflower shape.
sol1:Glue the Popsicle sticks to an embroidery ring.
sol2:",Tie the Popsicle sticks together using string.,Arrange the Popsicle sticks in a circular pattern to form the petals of the sunflower.
159,e65450c9-1de9-4499-9081-00333e2dc576,make a bowling game in the yard.,Set up some spice jars on a driveway into a bowling triangle. use a golf ball to try to knock down all of the spices.,Gather some large coffee cans for the pins and a soccer ball for the bowling ball and then set it up as a bowling lane.,1,"make a bowling game in the yard.
sol1:
sol2:Gather some large coffee cans for the pins and a soccer ball for the bowling ball and then set it up as a bowling lane.",Set up some spice jars on a driveway into a bowling triangle. use a golf ball to try to knock down all of the spices.,Create a scoring system to keep track of points.
160,699bc8f0-5597-4546-a64c-7e115df26bdd,how to let go of feelings?,cry them out,ignore them,0,"how to let go of feelings?
sol1:cry them out
sol2:",ignore them,Talk to a trusted friend or therapist about them
161,627c5659-8d96-4a72-ae40-ddb78ce610ec,what is a great  rub for chicken?,"add a bit of hot chocolate mix to a teaspoon of rice flour, and coat the chicken inside and out","grind dried lime peels with whole chilis, and rub on the chicken.",1,"what is a great  rub for chicken?
sol1:
sol2:grind dried lime peels with whole chilis, and rub on the chicken.","add a bit of hot chocolate mix to a teaspoon of rice flour, and coat the chicken inside and out","Marinate the chicken with yogurt, lemon juice, and a mixture of spices like paprika, garlic powder, and cayenne pepper."
162,32399ed8-ed34-4bcd-936d-a3f2bd4ce645,"To store food without a refrigerator,",put the food inside of a cooler filled with ice.,put the food inside of a small chest of water.,0,"To store food without a refrigerator,
sol1:put the food inside of a cooler filled with ice.
sol2:",put the food inside of a small chest of water.,Find a cool and dark storage area like a cellar or pantry
163,aa4e5934-92c8-48e9-8383-12cf21896abc,How to make a garden in the city,flower boxes in the windows and add veggies seeds to them. You can do this with all ground floor windows.,Put 4 sandboxes on the roof or deck or driveway if you have no ground floor. Plant veggies in them.,0,"How to make a garden in the city
sol1:flower boxes in the windows and add veggies seeds to them. You can do this with all ground floor windows.
sol2:",Put 4 sandboxes on the roof or deck or driveway if you have no ground floor. Plant veggies in them.,Build raised beds on rooftops or balconies to create a mini garden in the city.
164,258c8291-eb24-4a5b-b039-80b8012480f4,how to keep a cake from drying out over several days?,use a heat gun each day to dry the moisture from the dome.,add slicia packets to the plate.,1,"how to keep a cake from drying out over several days?
sol1:
sol2:add slicia packets to the plate.",use a heat gun each day to dry the moisture from the dome.,Store it in an airtight container
165,ef7c646e-eb90-4d09-be45-3e3b845bedfb,Prevent people from approaching you in public.,Wear headphones.,Wear a green hat.,0,"Prevent people from approaching you in public.
sol1:Wear headphones.
sol2:",Wear a green hat.,Wear a hat or sunglasses.
166,449bb9ad-c09b-47e8-af3c-ecb317be8975,how do you open a wrapped present?,tear off all the wrapping.,cut off the wrapping paper.,0,"how do you open a wrapped present?
sol1:tear off all the wrapping.
sol2:",cut off the wrapping paper.,Remove the ribbon and bow.
167,4d4277c0-d62e-4621-b640-d7b26653e662,how do you write down time?,use two numbers for the hour and two numbers for the minue.,draw the clock,0,"how do you write down time?
sol1:use two numbers for the hour and two numbers for the minue.
sol2:",draw the clock,Use a colon (:) to separate the hours and minutes (e.g. 12:30).
168,6b6e0a04-cf74-44ca-b2c6-15acb8a26ccc,piece of nylon pantyhose,cover face ,cover building ,0,"piece of nylon pantyhose
sol1:cover face 
sol2:",cover building ,Wear it as a headband
169,3a2e0313-a319-4115-bf08-6adc8aa8bb7e,"To charge a phone while out in public with only the charger,",ask a friendly looking stranger on the street to charge it.,take the phone into a coffee shop and use the free power.,1,"To charge a phone while out in public with only the charger,
sol1:
sol2:take the phone into a coffee shop and use the free power.",ask a friendly looking stranger on the street to charge it.,Plug the charger into a power outlet that is available for public use.
170,38a35420-f7c0-4809-9f90-6ade61294d59,how do you pick up toys?,hold them in your hands.,put them all away in their own spots.,1,"how do you pick up toys?
sol1:
sol2:put them all away in their own spots.",hold them in your hands.,Pick them up and place them back in their designated storage area.
171,d6f5e402-e631-44e3-808d-9f50416d2c05,how do you open a wine bottle?,take the cork out of the top.,cut a hole in the cork on top.,0,"how do you open a wine bottle?
sol1:take the cork out of the top.
sol2:",cut a hole in the cork on top.,Use a wine bottle opener
172,25cc68e5-db45-4882-81af-f71b1d8346d1,how do you use a siri suggestion?,hold down on it.,tap on it.,1,"how do you use a siri suggestion?
sol1:
sol2:tap on it.",hold down on it.,Follow the suggested action or command.
173,fbec537b-ee1b-4a5c-91ae-3059ea83fa28,repel flies,add a few,add penny to a glass of water,1,"repel flies
sol1:
sol2:add penny to a glass of water",add a few,Hang up a bag filled with water and a few pennies
174,285b0b00-6591-485a-b4f9-08dbcf25ec8f,how do you make soup?,boil it in a crock pot or a pot.,boil it in a frying pan.,0,"how do you make soup?
sol1:boil it in a crock pot or a pot.
sol2:",boil it in a frying pan.,Simmer it on the stove.
175,1c209a36-cdcc-4cce-b05d-eb0cb99dad2b,marker,erases  pencil marks,instead of pencil ,1,"marker
sol1:
sol2:instead of pencil ",erases  pencil marks,Use it to write on surfaces such as whiteboards or paper.
176,d4eede41-42f2-42d2-8382-96a924b0b510,how do you sit a baby in a restaurant?,place them in a booster seat.,place them on the table.,0,"how do you sit a baby in a restaurant?
sol1:place them in a booster seat.
sol2:",place them on the table.,Hold them in your lap.
177,dcf35454-d940-47bb-9ba0-fb3e4b9350c1,How do you get rid of Hiccups?,Breathe into a paper bag.,Breathe into your hands.,0,"How do you get rid of Hiccups?
sol1:Breathe into a paper bag.
sol2:",Breathe into your hands.,Drink a glass of water
178,4d7507e3-b864-4295-ae24-8965d4111d89,to make it easier to push the reset button of the garbage disposable machine which is located underneath the machine,place a wall mirror on the floor of the cabinet,hold a hand mirror under the garbage disposable machine,1,"to make it easier to push the reset button of the garbage disposable machine which is located underneath the machine
sol1:
sol2:hold a hand mirror under the garbage disposable machine",place a wall mirror on the floor of the cabinet,Place a small mirror below the garbage disposal machine to locate the reset button easily.
179,6d3cfb8c-d99c-4fcd-8c39-50eadf7a3349,"To more easily access popular rides at a theme park,",go to the theme park a day after a drinking based holiday.,go to the theme park on a popular holiday instead.,0,"To more easily access popular rides at a theme park,
sol1:go to the theme park a day after a drinking based holiday.
sol2:",go to the theme park on a popular holiday instead.,Arrive at the theme park early in the morning before the crowds arrive.
180,b5ba91e7-4d5d-4862-8dc7-8f9709939c29,ice cream scoop,can ladle soup,can  ladle a chicken breast,0,"ice cream scoop
sol1:can ladle soup
sol2:",can  ladle a chicken breast,Scoop ice cream with it
181,a9dc81b6-e985-44fe-8a5d-98290ad831ff,how to clean a microwave,how to sanitize a sponge,"steam a cup of water for three minutes, let sit and rub down the inside with a damp sponge",1,"how to clean a microwave
sol1:
sol2:steam a cup of water for three minutes, let sit and rub down the inside with a damp sponge",how to sanitize a sponge,Use a mixture of water and vinegar to wipe down the interior
182,1120ea18-24ad-49a4-8e35-df539a1d0e0d,how do you use concealer?,spray it on your face and let it sit.,put some concealer on a brush and blend it into your skin wherever you want to conceal.,1,"how do you use concealer?
sol1:
sol2:put some concealer on a brush and blend it into your skin wherever you want to conceal.",spray it on your face and let it sit.,Apply the concealer directly onto your skin using your fingers or a makeup brush and blend it in until it is evenly distributed.
183,c1da1282-8b7b-4864-8b46-011982e2083b,ice pick,is used to burn up a razor ,is worse at cutting beards than a razor ,1,"ice pick
sol1:
sol2:is worse at cutting beards than a razor ",is used to burn up a razor ,Can be used to break ice or chip away at frozen surfaces
184,fa103072-95c3-4b1b-a9db-3cb388b0d287,adding scents to lotion bars,"grate the wax and melt, in a double boiler. Add the oils to the water in the bottom of the double boiler.","once the lotion and wax have melted, and reached the trace stage, add the scented oils and stir to combine.",1,"adding scents to lotion bars
sol1:
sol2:once the lotion and wax have melted, and reached the trace stage, add the scented oils and stir to combine.","grate the wax and melt, in a double boiler. Add the oils to the water in the bottom of the double boiler.",Allow the lotion bars to cool and solidify before use.
185,1485c05c-77a7-49b3-bdf9-52dc79198f7f,how do you experiment with something?,use it.,test it out.,1,"how do you experiment with something?
sol1:
sol2:test it out.",use it.,Observe the results.
186,0c96efaf-ad49-4fe5-a867-cf2f120d3ffd,"To get rid of a mouse infestation in a home,",look for any mouse you see and then put them back outside afterwards.,place mouse traps in tucked away spaces and use rat poisoned food.,1,"To get rid of a mouse infestation in a home,
sol1:
sol2:place mouse traps in tucked away spaces and use rat poisoned food.",look for any mouse you see and then put them back outside afterwards.,Seal all potential entry points and use rodent repellents or hire a professional exterminator.
187,b23c8172-3f24-4c99-9da1-41c54b00a6af,"To prevent injuries when carving a stick with a knife,",cut with the blade facing away from the hands and body or other people.,"cut with only small, firm motions so that the knife doesn't move quickly.",0,"To prevent injuries when carving a stick with a knife,
sol1:cut with the blade facing away from the hands and body or other people.
sol2:","cut with only small, firm motions so that the knife doesn't move quickly.","Use a sharp knife to carve, as a dull knife can slip and cause accidents"
188,634bf7a7-a247-424d-9494-75839305c51c,"To build a heated floor for a shack,",carve out a vent for the smoke of a nearby fire to flow under the shack.,"dig a hole under the shack, and start a fire in it before covering it back up.",0,"To build a heated floor for a shack,
sol1:carve out a vent for the smoke of a nearby fire to flow under the shack.
sol2:","dig a hole under the shack, and start a fire in it before covering it back up.",Install heating coils under the floor
